generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2200000300§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0]))§673§0.08446694
502§1359999200§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([4, 1, 5, 0]))§104577§1.7324119
