generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1519999400§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 0, 7, 6]))§680§0.03649429
2§739999800§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 6, 7, 5]))§848§0.03949885
8§879999600§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([0, 6, 7, 5]))§1862§0.06369432
509§1259999700§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([5, 0, 7, 6]))§106009§2.4471111
