generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2219999200§1.9092792§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 8, 6]))§671§0.04377033
2§839999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 5, 7, 0]))§839§0.0469658
15§959999550§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([5, 6, 0, 7]))§3041§0.08016664
516§1099999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([7, 5, 0, 6]))§107687§2.335799
