generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2.9327576§2.1483753§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 19, 20]))§675§0.34005642
5§2.3414817§2.138751§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 19, 8]))§1349§0.35681346
11§2.2345588§2.1382756§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 19, 20, 3]))§2360§0.3782263
39§2.1946929§2.1329374§Chromosome(steinerPoints=[(0.94582653, 0.76867485), (0.89460826, 0.7604424)], includedObstacleCornersIndices=set([20, 3, 8]))§7155§0.5031083
52§2.1839876§2.1305351§Chromosome(steinerPoints=[(0.89460826, 0.7604424)], includedObstacleCornersIndices=set([20, 8, 3]))§9446§0.5686395
107§2.1939137§2.129005§Chromosome(steinerPoints=[(0.89460826, 0.7604424), (0.4201456, 0.8542273)], includedObstacleCornersIndices=set([3, 20, 8]))§19382§0.8589807
148§2.1924415§2.1245553§Chromosome(steinerPoints=[(0.4201456, 0.8542273), (0.89460826, 0.7604424), (0.76189876, 0.61928415)], includedObstacleCornersIndices=set([3, 8, 20]))§27089§1.1147597
174§2.188339§2.1238828§Chromosome(steinerPoints=[(0.89460826, 0.7604424), (0.76189876, 0.61928415), (0.4201456, 0.8542273), (0.23569074, 0.8121804), (0.897247, 0.7637205)], includedObstacleCornersIndices=set([8, 3]))§32134§1.3278476
204§2.179567§2.1236508§Chromosome(steinerPoints=[(0.23569074, 0.8121804), (0.4201456, 0.8542273), (0.76189876, 0.61928415), (0.897247, 0.7637205), (0.37079826, 0.845561)], includedObstacleCornersIndices=set([3, 8]))§38133§1.59275
292§2.1931593§2.1221359§Chromosome(steinerPoints=[(0.76189876, 0.61928415), (0.897247, 0.7637205), (0.86098564, 0.41444737), (0.4201456, 0.8542273), (0.40274256, 0.86574537)], includedObstacleCornersIndices=set([8]))§56473§2.4304826
295§2.1805243§2.1216319§Chromosome(steinerPoints=[(0.897247, 0.7637205), (0.76189876, 0.61928415), (0.40274256, 0.86574537)], includedObstacleCornersIndices=set([8]))§57135§2.4620314
307§2.1847212§2.119729§Chromosome(steinerPoints=[(0.40274256, 0.86574537), (0.897247, 0.7637205), (0.86098564, 0.41444737), (0.76189876, 0.61928415), (0.3984072, 0.8731247)], includedObstacleCornersIndices=set([8]))§59735§2.5814824
311§2.1800568§2.1194284§Chromosome(steinerPoints=[(0.3984072, 0.8731247), (0.897247, 0.7637205), (0.86098564, 0.41444737), (0.76189876, 0.61928415)], includedObstacleCornersIndices=set([8]))§60609§2.6158433
482§2.1709762§2.119075§Chromosome(steinerPoints=[(0.897247, 0.7637205), (0.78197134, 0.5492737), (0.86904156, 0.41222805), (0.3984072, 0.8731247), (0.47913128, 0.7814733), (0.76189876, 0.61928415)], includedObstacleCornersIndices=set([8]))§99698§4.44004
508§2.1707437§2.1187892§Chromosome(steinerPoints=[(0.76189876, 0.61928415), (0.78197134, 0.5492737), (0.47913128, 0.7814733), (0.3984072, 0.8731247), (0.897247, 0.7637205), (0.86904156, 0.41222805), (0.9005454, 0.77060485)], includedObstacleCornersIndices=set([8]))§105752§4.738159
514§2.1709468§2.1184518§Chromosome(steinerPoints=[(0.9005454, 0.77060485), (0.78197134, 0.5492737), (0.76189876, 0.61928415), (0.47913128, 0.7814733), (0.86904156, 0.41222805), (0.3984072, 0.8731247)], includedObstacleCornersIndices=set([8]))§107145§4.806368
1015§2.165645§2.1183832§Chromosome(steinerPoints=[(0.4168073, 0.85373557), (0.3984072, 0.8731247), (0.9005454, 0.77060485), (0.86904156, 0.41222805), (0.78653395, 0.5316969), (0.76189876, 0.61928415)], includedObstacleCornersIndices=set([8]))§223587§10.56258
