generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1980000600§19.40104§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([10, 22, 47, 32, 46, 39]))§671§1.0591984
4§220000030§17.887627§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([28, 24, 30, 12, 32, 36]))§1173§1.1047534
5§260000030§17.315773§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([38, 17, 33, 29]))§1341§1.1186461
6§160000030§16.13967§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([37]))§1509§1.1312106
13§300000000§16.111837§Chromosome(steinerPoints=[(3.134449, 2.5823407)], includedObstacleCornersIndices=set([]))§2692§1.2019985
20§240000020§16.07891§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([12, 37, 32]))§3874§1.252049
24§419999900§16.073296§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([37, 32]))§4556§1.2784001
26§320000000§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([37, 32, 24]))§4897§1.293246
527§140000020§16.068947§Chromosome(steinerPoints=[(3.2267678, 2.530331), (3.5173688, 6.1878457)], includedObstacleCornersIndices=set([24, 37, 32]))§110111§6.45475
