generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3060000500§10.144281§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§671§0.468309
11§220000020§10.132978§Chromosome(steinerPoints=[(4.8327646, 3.608791)], includedObstacleCornersIndices=set([]))§2352§0.48522633
167§260000020§10.126954§Chromosome(steinerPoints=[(4.810048, 5.490894)], includedObstacleCornersIndices=set([]))§30745§0.66422135
173§320000030§10.123737§Chromosome(steinerPoints=[(4.810048, 5.490894), (4.7602105, 3.647222)], includedObstacleCornersIndices=set([]))§31935§0.6714928
224§180000020§10.121246§Chromosome(steinerPoints=[(4.810048, 5.490894), (5.860472, 3.0677578)], includedObstacleCornersIndices=set([]))§42142§0.74413764
231§320000000§10.118031§Chromosome(steinerPoints=[(4.810048, 5.490894), (5.860472, 3.0677578), (4.7602105, 3.647222)], includedObstacleCornersIndices=set([]))§43575§0.7549578
294§260000020§10.116489§Chromosome(steinerPoints=[(5.860472, 3.0677578), (4.7602105, 3.647222), (3.6299999, 2.847247)], includedObstacleCornersIndices=set([]))§56857§0.87325495
300§220000020§10.114635§Chromosome(steinerPoints=[(5.860472, 3.0677578), (4.7602105, 3.647222), (3.6299999, 2.847247), (4.762533, 3.615115)], includedObstacleCornersIndices=set([]))§58143§0.88512605
303§240000020§10.101764§Chromosome(steinerPoints=[(3.6299999, 2.847247), (5.860472, 3.0677578), (4.810048, 5.490894), (4.7602105, 3.647222), (4.762533, 3.615115)], includedObstacleCornersIndices=set([]))§58792§0.89123213
313§260000020§10.100257§Chromosome(steinerPoints=[(3.6299999, 2.847247), (5.860472, 3.0677578), (4.810048, 5.490894), (4.762533, 3.615115), (4.7852473, 3.6278288)], includedObstacleCornersIndices=set([]))§61010§0.9132366
325§180000020§10.098639§Chromosome(steinerPoints=[(5.860472, 3.0677578), (4.810048, 5.490894), (4.7864347, 3.6073384), (3.6299999, 2.847247), (4.8013997, 3.6158867)], includedObstacleCornersIndices=set([]))§63663§0.94707704
348§180000020§10.097602§Chromosome(steinerPoints=[(3.6299999, 2.847247), (5.860472, 3.0677578), (4.810048, 5.490894), (4.8125467, 3.6078947), (4.8129683, 3.5978034)], includedObstacleCornersIndices=set([]))§68832§1.0143409
454§240000020§10.096144§Chromosome(steinerPoints=[(5.860472, 3.0677578), (3.6299999, 2.847247), (4.8129683, 3.5978034), (4.887232, 5.9159083), (4.827445, 3.6056693)], includedObstacleCornersIndices=set([]))§93347§1.2740026
479§260000020§10.095055§Chromosome(steinerPoints=[(5.860472, 3.0677578), (4.887232, 5.9159083), (3.6299999, 2.847247), (4.8384852, 3.5978348), (4.8387513, 3.5875978)], includedObstacleCornersIndices=set([]))§99170§1.3407953
481§320000000§10.089875§Chromosome(steinerPoints=[(5.860472, 3.0677578), (3.6299999, 2.847247), (4.827445, 3.6056693), (4.887232, 5.9159083), (6.4074407, 2.7853699)], includedObstacleCornersIndices=set([]))§99618§1.3468091
494§120000020§10.0887575§Chromosome(steinerPoints=[(6.4074407, 2.7853699), (3.6299999, 2.847247), (4.8387513, 3.5875978), (4.887232, 5.9159083)], includedObstacleCornersIndices=set([]))§102624§1.3836157
587§140000020§10.084087§Chromosome(steinerPoints=[(3.6299999, 2.847247), (4.887232, 5.9159083), (4.8387513, 3.5875978), (6.69252, 2.644358)], includedObstacleCornersIndices=set([]))§124202§1.6199815
784§220000020§10.080283§Chromosome(steinerPoints=[(3.6299999, 2.847247), (6.69252, 2.644358), (4.8387513, 3.5875978), (6.4074407, 2.7853699), (4.843525, 5.8293304)], includedObstacleCornersIndices=set([]))§170011§2.1936626
869§200000020§10.078691§Chromosome(steinerPoints=[(4.8387513, 3.5875978), (4.843525, 5.8293304), (6.69252, 2.644358), (6.4074407, 2.7853699), (3.539751, 2.7932193)], includedObstacleCornersIndices=set([]))§189740§2.4474103
896§140000020§10.075912§Chromosome(steinerPoints=[(6.69252, 2.644358), (6.328201, 2.826655), (4.8387513, 3.5875978), (3.539751, 2.7932193), (4.827415, 5.932161)], includedObstacleCornersIndices=set([]))§195968§2.5275884
909§80000020§10.073477§Chromosome(steinerPoints=[(3.3089268, 2.635279), (6.69252, 2.644358), (6.328201, 2.826655), (4.8387513, 3.5875978), (3.539751, 2.7932193), (4.827415, 5.932161)], includedObstacleCornersIndices=set([]))§199044§2.567239
922§140000020§10.070657§Chromosome(steinerPoints=[(6.69252, 2.644358), (6.328201, 2.826655), (4.827415, 5.932161), (4.8387513, 3.5875978), (3.539751, 2.7932193), (3.225641, 2.6047893)], includedObstacleCornersIndices=set([]))§202054§2.6077187
968§180000020§10.069605§Chromosome(steinerPoints=[(4.8387513, 3.5875978), (3.225641, 2.6047893), (6.328201, 2.826655), (6.69252, 2.644358), (4.817275, 5.987464)], includedObstacleCornersIndices=set([]))§212773§2.7576754
991§280000030§10.067957§Chromosome(steinerPoints=[(4.8387513, 3.5875978), (6.7963114, 2.5709174), (4.817275, 5.987464), (3.2535267, 2.640404)], includedObstacleCornersIndices=set([]))§218155§2.8241422
1124§140000020§10.066942§Chromosome(steinerPoints=[(4.8387513, 3.5875978), (6.77255, 2.606954), (6.328201, 2.826655), (4.817275, 5.987464), (3.2528658, 2.6442142)], includedObstacleCornersIndices=set([]))§249102§3.2144623
1625§220000020§10.066941§Chromosome(steinerPoints=[(3.2528658, 2.6442142), (4.8387513, 3.5875978), (4.817275, 5.987464), (6.2939544, 2.8427436), (6.77255, 2.606954)], includedObstacleCornersIndices=set([]))§365623§4.7388616
