generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§4020000500§10.144281§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§673§0.56908876
3§340000030§10.132978§Chromosome(steinerPoints=[(4.8327646, 3.608791)], includedObstacleCornersIndices=set([]))§1009§0.57719094
34§280000030§10.1188345§Chromosome(steinerPoints=[(5.179656, 5.807906)], includedObstacleCornersIndices=set([]))§6300§0.62203693
89§300000000§10.115806§Chromosome(steinerPoints=[(5.179656, 5.807906), (4.4958515, 3.2376044)], includedObstacleCornersIndices=set([]))§16093§0.7085836
100§339999970§10.104031§Chromosome(steinerPoints=[(5.179656, 5.807906), (6.750488, 2.5680273)], includedObstacleCornersIndices=set([]))§18113§0.7284609
104§359999970§10.093077§Chromosome(steinerPoints=[(4.4958515, 3.2376044), (5.179656, 5.807906), (6.750488, 2.5680273), (5.121371, 3.565929)], includedObstacleCornersIndices=set([]))§18838§0.7366261
236§359999970§10.080725§Chromosome(steinerPoints=[(6.750488, 2.5680273), (5.179656, 5.807906), (5.121371, 3.565929), (3.376738, 2.6793718)], includedObstacleCornersIndices=set([]))§44525§1.0914139
353§180000020§10.078467§Chromosome(steinerPoints=[(3.376738, 2.6793718), (5.179656, 5.807906), (5.121371, 3.565929), (6.7305236, 2.5946662)], includedObstacleCornersIndices=set([]))§69812§1.4182732
838§240000020§10.0774§Chromosome(steinerPoints=[(3.3293965, 2.6504772), (6.7305236, 2.5946662), (5.121371, 3.565929), (5.1897078, 5.836117)], includedObstacleCornersIndices=set([]))§182627§2.8044245
857§300000000§10.076101§Chromosome(steinerPoints=[(6.7305236, 2.5946662), (5.121371, 3.565929), (5.1897078, 5.836117), (5.1324687, 3.5719676), (3.2616909, 2.636029)], includedObstacleCornersIndices=set([]))§187073§2.8614402
871§300000000§10.0741§Chromosome(steinerPoints=[(3.2616909, 2.636029), (5.1324687, 3.5719676), (5.121371, 3.565929), (5.1897078, 5.836117), (6.6555414, 2.6705415)], includedObstacleCornersIndices=set([]))§190312§2.909418
894§160000020§10.072727§Chromosome(steinerPoints=[(3.2616909, 2.636029), (5.147, 3.5799942), (5.1897078, 5.836117), (6.7756896, 2.591945)], includedObstacleCornersIndices=set([]))§195645§2.9905171
929§160000020§10.071719§Chromosome(steinerPoints=[(3.2616909, 2.636029), (5.1897078, 5.836117), (5.147, 3.5799942), (6.706279, 2.6782002), (5.1653285, 3.5903125)], includedObstacleCornersIndices=set([]))§203789§3.0941415
962§180000020§10.070341§Chromosome(steinerPoints=[(6.706279, 2.6782002), (3.2616909, 2.636029), (5.1653285, 3.5903125), (5.202913, 5.9479423)], includedObstacleCornersIndices=set([]))§211455§3.19235
992§160000020§10.068623§Chromosome(steinerPoints=[(6.706279, 2.6782002), (5.1653285, 3.5903125), (3.2616909, 2.636029), (5.1750402, 5.976208)], includedObstacleCornersIndices=set([]))§218413§3.2815754
1035§120000020§10.067343§Chromosome(steinerPoints=[(5.1653285, 3.5903125), (5.1750402, 5.976208), (3.2445695, 2.6160865), (6.7510924, 2.6369088)], includedObstacleCornersIndices=set([]))§228437§3.4110463
1536§140000020§10.067115§Chromosome(steinerPoints=[(3.221717, 2.5907254), (5.1750402, 5.976208), (5.150988, 3.5822902), (6.7510924, 2.6369088)], includedObstacleCornersIndices=set([]))§345084§4.8974767
