generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2860000500§16.14792§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([24]))§671§1.144362
3§200000030§16.136616§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([32]))§1005§1.1730798
7§399999970§16.131472§Chromosome(steinerPoints=[(3.5512924, 2.2975202)], includedObstacleCornersIndices=set([]))§1679§1.2116036
14§379999940§16.116482§Chromosome(steinerPoints=[(3.5512924, 2.2975202)], includedObstacleCornersIndices=set([32]))§2860§1.2593971
20§300000000§16.09685§Chromosome(steinerPoints=[(3.134449, 2.5823407)], includedObstacleCornersIndices=set([32]))§3889§1.2965964
26§180000020§16.093164§Chromosome(steinerPoints=[(3.134449, 2.5823407)], includedObstacleCornersIndices=set([32, 24]))§4914§1.3365104
27§320000030§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([24, 37, 32]))§5089§1.3448806
227§300000000§16.064293§Chromosome(steinerPoints=[(3.2798967, 2.5631936)], includedObstacleCornersIndices=set([24, 37, 32]))§42819§2.9686637
728§120000020§16.064293§Chromosome(steinerPoints=[(3.2798967, 2.5631936)], includedObstacleCornersIndices=set([24, 37, 32]))§156963§7.943911
