generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§6420000000§36.74702§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([18, 39, 26, 16, 24, 38, 19, 14, 6, 36, 30, 40, 34, 23, 21, 11, 47, 32, 42, 35, 7]))§673§0.667405
2§1639999700§36.43527§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([47, 26, 31, 23, 29, 13, 36, 33, 48, 46, 35, 12, 25, 38, 24, 16, 3, 27, 10, 14, 28, 1, 22, 18, 19, 30, 17, 32, 39, 15, 34, 2]))§842§0.72144973
3§460000030§31.85591§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([11, 46, 17, 14, 21, 26, 37, 22, 33, 30, 48, 25, 12, 27, 40, 13, 29, 39, 19, 18, 24, 3, 36, 35, 2, 16]))§1010§0.7685346
7§459999970§28.147236§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([15, 17, 12, 10, 28, 32, 23, 31, 22, 38, 18, 13, 3, 37, 33, 30, 1, 45, 44, 21, 25]))§1683§0.9251248
11§519999940§27.972965§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([18, 35, 10, 6, 37, 24, 15, 13, 23, 38, 30, 48, 25, 22, 17, 28, 32, 46]))§2359§1.0558937
12§599999900§27.528996§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([18, 35, 39, 38, 30, 32, 10, 6, 24, 3, 12, 23, 27, 48, 25, 47, 26, 15]))§2532§1.0874081
13§539999940§26.722506§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([18, 35, 10, 37, 24, 15, 13, 23, 38, 30, 48, 25, 22, 17, 28, 32, 46, 19]))§2702§1.1155125
14§539999940§24.399729§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([14, 19, 17, 13, 30, 37, 31, 33, 18, 10, 26, 12, 38, 24, 3, 1, 22, 47]))§2875§1.1459917
20§839999600§23.374142§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([27, 17, 24, 14, 23, 25, 13, 26, 48, 39, 37, 35, 32, 10, 18]))§3897§1.3007598
22§959999600§22.432758§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([17, 37, 22, 30, 39, 10, 31, 18, 26, 48, 14, 12, 24, 46, 15, 25]))§4240§1.3487784
23§919999550§22.24401§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([47, 26, 3, 14, 48, 27, 1, 17, 37, 22, 30, 12, 39, 24, 18, 10]))§4412§1.3711954
26§939999550§22.03205§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([26, 18, 15, 39, 38, 30, 32, 10, 24, 3, 12, 23, 48, 25]))§4935§1.4349024
27§1119999500§21.286701§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 14, 48, 27, 1, 17, 37, 22, 30, 12, 39, 24, 18, 10, 26]))§5107§1.4547591
30§719999940§21.122244§Chromosome(steinerPoints=[(6.147972, 7.3309693)], includedObstacleCornersIndices=set([14, 48, 26, 17, 25, 24, 15, 1, 22, 38, 12, 39, 30, 10, 31, 33, 18]))§5621§1.5117769
31§979999700§20.970715§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([37, 10, 18, 23, 27, 48, 3, 12, 38, 15, 17, 26, 14, 30]))§5792§1.530211
32§819999740§20.815496§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 14, 48, 10, 1, 17, 37, 22, 30, 12, 39, 24, 18, 32]))§5962§1.5483048
33§819999700§20.705002§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 1, 12, 24, 17, 13, 30, 37, 38, 22, 10, 31, 18, 33, 28, 48, 14]))§6136§1.5667095
