generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.0413238§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§675§0.012508659
502§0.755433§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§104444§0.4425515
