generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3020000300§16.132933§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([24, 32]))§675§0.93915355
7§399999940§16.111837§Chromosome(steinerPoints=[(3.134449, 2.5823407)], includedObstacleCornersIndices=set([]))§1682§0.99475944
15§240000020§16.081617§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([37, 32, 48, 24]))§3043§1.0534317
20§419999970§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([37, 32, 24]))§3898§1.1116017
521§80000020§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([24, 37, 32]))§108909§8.018044
