generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§4200000500§16.665867§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([48, 29, 14]))§674§1.1968081
5§140000030§16.615536§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([38, 32, 28]))§1343§1.2546786
6§260000030§16.279139§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([12, 29]))§1509§1.2654229
12§220000020§16.151606§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§2529§1.3234739
13§280000030§16.14792§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([24]))§2701§1.3320603
16§240000020§16.132933§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([24, 32]))§3205§1.3553119
18§320000000§16.127787§Chromosome(steinerPoints=[(3.5512924, 2.2975202)], includedObstacleCornersIndices=set([24]))§3544§1.3699484
22§260000020§16.111837§Chromosome(steinerPoints=[(3.134449, 2.5823407)], includedObstacleCornersIndices=set([]))§4225§1.3982556
23§300000000§16.097977§Chromosome(steinerPoints=[(3.134449, 2.5823407), (5.1127195, 7.8967085)], includedObstacleCornersIndices=set([32, 24]))§4394§1.405208
29§300000000§16.088285§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([37]))§5422§1.447437
33§379999940§16.082392§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([32]))§6118§1.4797647
37§439999900§16.073296§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([32, 37]))§6816§1.5134238
39§260000020§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([32, 37, 24]))§7162§1.5310057
540§280000030§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([24, 37, 32]))§113530§6.194802
