generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2780000500§16.12468§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([32, 37]))§671§0.8796116
8§280000030§16.120996§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([24, 32, 37]))§1846§0.9182888
13§339999970§16.073296§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([32, 37]))§2693§0.9389691
25§280000030§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([24, 32, 37]))§4737§0.9890677
526§200000020§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([24, 32, 37]))§109800§6.1981826
