generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2320000500§16.151606§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§670§1.1125804
5§220000030§16.12468§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([32, 37]))§1342§1.1761441
14§320000000§16.111837§Chromosome(steinerPoints=[(3.134449, 2.5823407)], includedObstacleCornersIndices=set([]))§2855§1.2556155
24§399999970§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([37, 32, 24]))§4560§1.3288412
525§140000020§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([24, 37, 32]))§109645§8.265621
