generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1660000000§16.135984§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([37, 24]))§675§1.0287243
6§280000030§16.131472§Chromosome(steinerPoints=[(3.5512924, 2.2975202)], includedObstacleCornersIndices=set([]))§1518§1.0765916
8§280000030§16.0846§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([24, 37]))§1856§1.0941572
21§300000000§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([32, 37, 24]))§4060§1.183347
522§140000020§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([32, 37, 24]))§108868§5.480012
