generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§4799999500§33.990116§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([23, 12, 10, 20, 26, 13, 38, 22, 18, 1, 44, 21, 33, 16, 9, 36, 6, 34]))§673§0.5191091
3§520000000§32.57878§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([10, 18, 31, 33, 35, 16, 21, 26, 20, 42, 44, 41, 23, 12, 13, 38, 22, 1, 24]))§1008§0.6057564
4§380000060§29.105253§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([44, 23, 26, 1, 21, 10, 39, 22, 18, 31, 32, 33, 35, 13, 30, 28, 17, 16]))§1175§0.6421347
6§599999900§28.689594§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([43, 21, 23, 12, 26, 13, 38, 22, 1, 17, 19, 10, 18, 32, 33, 35, 28, 16]))§1510§0.7070922
8§480000030§27.926159§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([43, 21, 10, 18, 31, 33, 35, 16, 23, 12, 13, 38, 1, 24, 26, 28, 20]))§1848§0.7655971
9§460000000§27.458136§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([44, 26, 21, 10, 28, 31, 33, 35, 16, 23, 12, 13, 38, 1, 24]))§2016§0.792386
11§640000000§26.19399§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([12, 13, 38, 22, 1, 17, 10, 18, 32, 33, 35, 28, 16, 44, 23, 26, 21]))§2358§0.8397915
13§939999550§25.565416§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([21, 18, 26, 48, 12, 13, 38, 22, 1, 23, 17, 16, 10, 35]))§2700§0.8799639
14§759999740§24.600264§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([44, 23, 12, 26, 13, 38, 22, 48, 21, 39, 10, 18, 32, 33, 35, 28, 16]))§2870§0.89958984
15§660000000§24.478106§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([10, 18, 32, 33, 35, 28, 16, 26, 44, 21, 48, 12, 13, 38, 22, 23, 17]))§3041§0.9183975
16§919999600§24.03506§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([23, 12, 26, 38, 22, 48, 46, 30, 17, 10, 18, 32, 33, 35, 28, 16]))§3210§0.93656784
19§1159999400§23.350264§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([21, 26, 48, 23, 12, 13, 38, 22, 39, 10, 18, 32, 33, 35, 28, 16]))§3718§0.98817474
22§919999800§23.228275§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([10, 18, 32, 33, 35, 28, 21, 13, 38, 22, 17, 48, 12, 23, 26]))§4226§1.0320705
23§779999740§22.378077§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([23, 12, 26, 28, 38, 22, 48, 16, 39, 10, 18, 32, 33, 35]))§4398§1.0471835
26§979999550§21.954477§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([18, 35, 10, 33, 21, 26, 48, 24, 12, 13, 38, 22, 39, 32, 28, 14, 16]))§4916§1.094038
