generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3020000500§16.13967§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([37]))§670§1.341387
6§240000030§16.12468§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([37, 32]))§1511§1.4025326
7§220000030§16.111837§Chromosome(steinerPoints=[(3.134449, 2.5823407)], includedObstacleCornersIndices=set([]))§1683§1.4120122
15§280000030§16.108154§Chromosome(steinerPoints=[(3.134449, 2.5823407)], includedObstacleCornersIndices=set([24]))§3030§1.485905
16§160000020§16.09685§Chromosome(steinerPoints=[(3.134449, 2.5823407)], includedObstacleCornersIndices=set([32]))§3201§1.4937298
17§220000020§16.088285§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([37]))§3370§1.5019336
21§200000020§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([37, 32, 24]))§4047§1.5325184
522§180000020§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([24, 37, 32]))§108986§7.092756
