generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3160000800§16.151606§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§673§1.1790947
7§379999940§16.139793§Chromosome(steinerPoints=[(3.5512924, 2.2975202)], includedObstacleCornersIndices=set([24, 48]))§1685§1.231225
8§220000020§16.136616§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([32]))§1852§1.2391351
10§280000030§16.131472§Chromosome(steinerPoints=[(3.5512924, 2.2975202)], includedObstacleCornersIndices=set([]))§2188§1.2558157
11§280000030§16.09685§Chromosome(steinerPoints=[(3.134449, 2.5823407)], includedObstacleCornersIndices=set([32]))§2362§1.262907
22§339999970§16.0846§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([24, 37]))§4235§1.3322717
29§300000000§16.073296§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([37, 32]))§5436§1.3727713
31§320000000§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([24, 37, 32]))§5780§1.3877721
532§80000020§16.069613§Chromosome(steinerPoints=[(3.2267678, 2.530331)], includedObstacleCornersIndices=set([37, 32, 24]))§111367§6.519686
