generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.9520854§1.8818989§Chromosome(steinerPoints=[(0.8780974, 0.7732695)], includedObstacleCornersIndices=set([]))§674§0.020775465
502§1.8997428§1.8818989§Chromosome(steinerPoints=[(0.8780974, 0.7732695)], includedObstacleCornersIndices=set([]))§104521§1.1727417
