generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§5.3804784§3.9565158§Chromosome(steinerPoints=[(0.71888864, 0.30966344)], includedObstacleCornersIndices=set([50, 131, 139, 64]))§1022§8.349407
2§4.8761716§3.9036536§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([99, 131]))§1302§8.438157
3§4.5621457§3.8774643§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([64, 131, 139]))§1577§8.504657
4§4.3546476§3.868117§Chromosome(steinerPoints=[(0.86962557, 0.3850293), (0.4399007, 0.9635669)], includedObstacleCornersIndices=set([99, 131]))§1847§8.55165
5§4.209325§3.8426664§Chromosome(steinerPoints=[(0.86962557, 0.3850293)], includedObstacleCornersIndices=set([64, 131, 139]))§2113§8.590319
6§4.092536§3.8420715§Chromosome(steinerPoints=[(0.86962557, 0.3850293)], includedObstacleCornersIndices=set([139, 64]))§2398§8.625791
7§4.01658§3.8265018§Chromosome(steinerPoints=[(0.26548335, 0.7545599), (0.86962557, 0.3850293)], includedObstacleCornersIndices=set([131, 139, 64]))§2682§8.6598
8§3.9526262§3.8069458§Chromosome(steinerPoints=[(0.86962557, 0.3850293), (0.26548335, 0.7545599), (0.9336043, 0.88354254)], includedObstacleCornersIndices=set([64]))§2958§8.688791
9§3.9117393§3.8002896§Chromosome(steinerPoints=[(0.9336043, 0.88354254), (0.86962557, 0.3850293), (0.7074596, 0.8834697)], includedObstacleCornersIndices=set([131, 64]))§3219§8.715979
10§3.8800688§3.798956§Chromosome(steinerPoints=[(0.4399007, 0.9635669), (0.9336043, 0.88354254), (0.86962557, 0.3850293), (0.7074596, 0.8834697)], includedObstacleCornersIndices=set([64]))§3502§8.744081
11§3.8591313§3.7876742§Chromosome(steinerPoints=[(0.281608, 0.47847694), (0.3271461, 0.80463713), (0.86962557, 0.3850293), (0.71888864, 0.30966344), (0.37022102, 0.6010398)], includedObstacleCornersIndices=set([64, 131]))§3785§8.771884
12§3.844183§3.776959§Chromosome(steinerPoints=[(0.37022102, 0.6010398), (0.9336043, 0.88354254), (0.86962557, 0.3850293), (0.26548335, 0.7545599)], includedObstacleCornersIndices=set([]))§4065§8.800401
13§3.832669§3.7748294§Chromosome(steinerPoints=[(0.86962557, 0.3850293), (0.4399007, 0.9635669), (0.37022102, 0.6010398), (0.7074596, 0.8834697), (0.71888864, 0.30966344)], includedObstacleCornersIndices=set([103]))§4340§8.829438
14§3.8231843§3.7670884§Chromosome(steinerPoints=[(0.9336043, 0.88354254), (0.86962557, 0.3850293), (0.7074596, 0.8834697), (0.3271461, 0.80463713), (0.71888864, 0.30966344)], includedObstacleCornersIndices=set([103]))§4621§8.859986
15§3.8134382§3.7600837§Chromosome(steinerPoints=[(0.86962557, 0.3850293), (0.9336043, 0.88354254), (0.7074596, 0.8834697), (0.71888864, 0.30966344), (0.26548335, 0.7545599)], includedObstacleCornersIndices=set([]))§4902§8.890436
16§3.803458§3.7461777§Chromosome(steinerPoints=[(0.4399007, 0.9635669), (0.37022102, 0.6010398), (0.7074596, 0.8834697), (0.71888864, 0.30966344), (0.9336043, 0.88354254), (0.86962557, 0.3850293), (0.3271461, 0.80463713)], includedObstacleCornersIndices=set([103]))§5174§8.921082
18§3.783852§3.7327394§Chromosome(steinerPoints=[(0.9336043, 0.88354254), (0.86962557, 0.3850293), (0.7074596, 0.8834697), (0.71888864, 0.30966344), (0.281608, 0.47847694), (0.26548335, 0.7545599), (0.37022102, 0.6010398)], includedObstacleCornersIndices=set([]))§5740§8.989601
21§3.7642486§3.7320418§Chromosome(steinerPoints=[(0.9336043, 0.88354254), (0.86962557, 0.3850293), (0.4399007, 0.9635669), (0.7074596, 0.8834697), (0.71888864, 0.30966344), (0.26548335, 0.7545599), (0.37022102, 0.6010398), (0.281608, 0.47847694)], includedObstacleCornersIndices=set([9]))§6564§9.089837
45§3.741326§3.7313643§Chromosome(steinerPoints=[(0.9336043, 0.88354254), (0.86962557, 0.3850293), (0.7074596, 0.8834697), (0.71888864, 0.30966344), (0.4399007, 0.9635669), (0.26548335, 0.7545599), (0.37022102, 0.6010398), (0.281608, 0.47847694)], includedObstacleCornersIndices=set([103]))§13165§9.933551
546§3.7406876§3.7313643§Chromosome(steinerPoints=[(0.7074596, 0.8834697), (0.71888864, 0.30966344), (0.86962557, 0.3850293), (0.9336043, 0.88354254), (0.281608, 0.47847694), (0.26548335, 0.7545599), (0.37022102, 0.6010398), (0.4399007, 0.9635669)], includedObstacleCornersIndices=set([103]))§151838§28.825432
