generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§0.8976214§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§1045§0.012783281
502§0.7457652§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§139930§0.476077
