generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1980000400§10.144281§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§1043§0.51860785
3§40000020§10.132978§Chromosome(steinerPoints=[(4.8327646, 3.608791)], includedObstacleCornersIndices=set([]))§1597§0.53463936
471§140000020§10.120737§Chromosome(steinerPoints=[(3.4131417, 2.6392705), (5.1672354, 3.608791)], includedObstacleCornersIndices=set([]))§130891§1.1515813
638§180000020§10.119642§Chromosome(steinerPoints=[(3.4131417, 2.6392705), (5.1533985, 3.5794187)], includedObstacleCornersIndices=set([]))§177126§1.4102709
794§120000020§10.117193§Chromosome(steinerPoints=[(3.4131417, 2.6392705), (5.1533985, 3.5794187), (5.1459856, 4.2510605)], includedObstacleCornersIndices=set([]))§220302§1.669637
850§100000020§10.113593§Chromosome(steinerPoints=[(5.1533985, 3.5794187), (3.4131417, 2.6392705), (5.2075367, 4.7069974)], includedObstacleCornersIndices=set([]))§235801§1.7755475
910§100000020§10.110176§Chromosome(steinerPoints=[(5.1533985, 3.5794187), (5.2075367, 4.7069974), (3.199828, 2.6248915)], includedObstacleCornersIndices=set([]))§252381§1.8995333
938§120000020§10.108944§Chromosome(steinerPoints=[(3.199828, 2.6248915), (5.1533985, 3.5794187), (5.192005, 4.79664)], includedObstacleCornersIndices=set([]))§260162§1.9591238
978§60000012§10.10715§Chromosome(steinerPoints=[(5.1533985, 3.5794187), (3.2588048, 2.5975544), (5.1805744, 4.8605275)], includedObstacleCornersIndices=set([]))§271263§2.04077
1008§40000012§10.106004§Chromosome(steinerPoints=[(5.165162, 4.893366), (5.1533985, 3.5794187), (3.2333393, 2.613651)], includedObstacleCornersIndices=set([]))§279639§2.1042466
1110§160000020§10.104825§Chromosome(steinerPoints=[(5.142945, 3.5760946), (5.1793847, 3.5533493), (3.2333393, 2.613651), (5.168326, 4.9610686)], includedObstacleCornersIndices=set([]))§307792§2.3335805
1199§100000020§10.10377§Chromosome(steinerPoints=[(5.142945, 3.5760946), (5.216395, 3.5265288), (3.2333393, 2.613651), (5.1956334, 5.046832)], includedObstacleCornersIndices=set([]))§332421§2.5528827
1316§60000012§10.102638§Chromosome(steinerPoints=[(3.2333393, 2.613651), (5.142945, 3.5760946), (5.1950808, 5.1034327), (5.2722883, 3.495955)], includedObstacleCornersIndices=set([]))§364710§2.8461268
1416§140000020§10.101585§Chromosome(steinerPoints=[(3.2333393, 2.613651), (5.142945, 3.5760946), (5.2977896, 3.479249), (5.176675, 5.1695843)], includedObstacleCornersIndices=set([]))§392400§3.094688
1482§60000012§10.100515§Chromosome(steinerPoints=[(5.372699, 3.4394293), (3.2333393, 2.613651), (5.142945, 3.5760946), (5.178812, 5.2124453)], includedObstacleCornersIndices=set([]))§410646§3.2601542
1551§40000012§10.099171§Chromosome(steinerPoints=[(3.2333393, 2.613651), (5.142945, 3.5760946), (5.399567, 3.4190385), (5.1922684, 5.300166)], includedObstacleCornersIndices=set([]))§429722§3.4334004
1665§160000020§10.097954§Chromosome(steinerPoints=[(3.2333393, 2.613651), (5.142945, 3.5760946), (5.162778, 5.381226), (5.4500294, 3.3821716)], includedObstacleCornersIndices=set([]))§461214§3.7175767
1690§80000020§10.096745§Chromosome(steinerPoints=[(3.2333393, 2.613651), (5.142945, 3.5760946), (5.4535446, 3.3776562), (5.189362, 5.439124)], includedObstacleCornersIndices=set([]))§468144§3.7806766
1758§100000020§10.095732§Chromosome(steinerPoints=[(5.142945, 3.5760946), (5.4535446, 3.3776562), (3.2333393, 2.613651), (5.1752014, 5.503159)], includedObstacleCornersIndices=set([]))§486971§3.9510536
1797§180000020§10.094578§Chromosome(steinerPoints=[(3.2333393, 2.613651), (5.142945, 3.5760946), (5.489083, 3.3508747), (5.185671, 5.5571113)], includedObstacleCornersIndices=set([]))§497771§4.049126
