generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2800000300§10.132978§Chromosome(steinerPoints=[(5.1672354, 3.608791)], includedObstacleCornersIndices=set([]))§1053§0.49892893
52§140000020§10.115762§Chromosome(steinerPoints=[(4.8107233, 5.975801)], includedObstacleCornersIndices=set([]))§15254§0.574362
67§180000020§10.107554§Chromosome(steinerPoints=[(4.8107233, 5.975801), (6.0836453, 2.9107919)], includedObstacleCornersIndices=set([]))§19410§0.5955169
121§160000020§10.096056§Chromosome(steinerPoints=[(4.8107233, 5.975801), (6.0836453, 2.9107919), (3.5358472, 2.706574)], includedObstacleCornersIndices=set([]))§34375§0.6979836
123§140000020§10.089789§Chromosome(steinerPoints=[(4.8107233, 5.975801), (6.0836453, 2.9107919), (3.5358472, 2.706574), (4.8950787, 3.5557966)], includedObstacleCornersIndices=set([]))§34924§0.7020807
243§120000020§10.087983§Chromosome(steinerPoints=[(6.0836453, 2.9107919), (4.8107233, 5.975801), (4.8950787, 3.5557966), (3.7153661, 2.8960638)], includedObstacleCornersIndices=set([]))§68163§0.9978648
248§120000020§10.086781§Chromosome(steinerPoints=[(6.0836453, 2.9107919), (4.8107233, 5.975801), (4.8950787, 3.5557966), (3.7153661, 2.8960638), (4.852561, 3.5793643)], includedObstacleCornersIndices=set([]))§69530§1.0104342
585§60000012§10.0825405§Chromosome(steinerPoints=[(4.852561, 3.5793643), (4.8107233, 5.975801), (3.7153661, 2.8960638), (6.4346933, 2.7678444)], includedObstacleCornersIndices=set([]))§162650§1.8665257
753§120000020§10.079611§Chromosome(steinerPoints=[(4.852561, 3.5793643), (4.8107233, 5.975801), (6.5577374, 2.6682584), (3.5758464, 2.831089)], includedObstacleCornersIndices=set([]))§209194§2.294833
858§60000012§10.073908§Chromosome(steinerPoints=[(6.5577374, 2.6682584), (4.842491, 3.585001), (4.8107233, 5.975801), (3.2191038, 2.6092465)], includedObstacleCornersIndices=set([]))§238400§2.5677204
944§160000020§10.071568§Chromosome(steinerPoints=[(4.842491, 3.585001), (3.2191038, 2.6092465), (4.8107233, 5.975801), (6.7316866, 2.5853744)], includedObstacleCornersIndices=set([]))§262177§2.786973
978§40000012§10.070459§Chromosome(steinerPoints=[(3.2191038, 2.6092465), (4.8107233, 5.975801), (4.842491, 3.585001), (6.7081027, 2.6185875)], includedObstacleCornersIndices=set([]))§271604§2.8738134
991§40000012§10.069025§Chromosome(steinerPoints=[(6.7081027, 2.6185875), (4.842491, 3.585001), (4.8107233, 5.975801), (3.2524254, 2.6460392)], includedObstacleCornersIndices=set([]))§275184§2.9074016
1032§60000012§10.067577§Chromosome(steinerPoints=[(3.2524254, 2.6460392), (4.8107233, 5.975801), (4.842491, 3.585001), (6.7593946, 2.6142333)], includedObstacleCornersIndices=set([]))§286565§3.011717
1533§160000020§10.067037§Chromosome(steinerPoints=[(6.7726083, 2.6017246), (4.842491, 3.585001), (4.8264985, 5.970303), (3.2524254, 2.6460392)], includedObstacleCornersIndices=set([]))§425265§4.281361
