generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§0.939839§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§1048§0.014406946
502§0.73091424§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§139649§0.47751957
