generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2.7507586§2.4407153§Chromosome(steinerPoints=[(0.5644297, 0.7226435)], includedObstacleCornersIndices=set([]))§1040§0.1970986
2§2.6157267§2.4314377§Chromosome(steinerPoints=[(0.5644297, 0.7226435), (0.8672816, 0.66623825)], includedObstacleCornersIndices=set([6]))§1324§0.20394501
3§2.540184§2.397022§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.5644297, 0.7226435), (0.8672816, 0.66623825)], includedObstacleCornersIndices=set([6]))§1600§0.21033728
5§2.483846§2.3937542§Chromosome(steinerPoints=[(0.88806903, 0.71025425), (0.14995065, 0.33265412), (0.5644297, 0.7226435), (0.5046899, 0.8362386)], includedObstacleCornersIndices=set([]))§2145§0.22193079
6§2.4652634§2.391375§Chromosome(steinerPoints=[(0.5644297, 0.7226435), (0.8672816, 0.66623825), (0.14995065, 0.33265412), (0.5046899, 0.8362386)], includedObstacleCornersIndices=set([]))§2425§0.22806343
9§2.4307642§2.3867385§Chromosome(steinerPoints=[(0.88806903, 0.71025425), (0.14995065, 0.33265412), (0.5644297, 0.7226435), (0.5046899, 0.8362386), (0.86207175, 0.6749063)], includedObstacleCornersIndices=set([]))§3259§0.24835725
10§2.4214578§2.3863437§Chromosome(steinerPoints=[(0.86207175, 0.6749063), (0.14995065, 0.33265412), (0.5644297, 0.7226435), (0.5046899, 0.8362386)], includedObstacleCornersIndices=set([]))§3540§0.2556928
13§2.4134762§2.3846262§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.54458016, 0.72617155), (0.5046899, 0.8362386), (0.88806903, 0.71025425), (0.86207175, 0.6749063)], includedObstacleCornersIndices=set([]))§4379§0.27890736
14§2.4031281§2.3843417§Chromosome(steinerPoints=[(0.86207175, 0.6749063), (0.5644297, 0.7226435), (0.5046899, 0.8362386), (0.14995065, 0.33265412), (0.54458016, 0.72617155)], includedObstacleCornersIndices=set([]))§4658§0.28675875
17§2.4054475§2.3834288§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.54458016, 0.72617155), (0.86207175, 0.6749063), (0.49693203, 0.8248326)], includedObstacleCornersIndices=set([]))§5479§0.3112419
475§2.39789§2.381091§Chromosome(steinerPoints=[(0.54458016, 0.72617155), (0.14995065, 0.33265412), (0.43134093, 0.6800288), (0.86207175, 0.6749063), (0.52697045, 0.736169)], includedObstacleCornersIndices=set([]))§132244§3.751606
479§2.3948574§2.380597§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.52697045, 0.736169), (0.43134093, 0.6800288), (0.86207175, 0.6749063)], includedObstacleCornersIndices=set([]))§133379§3.7821755
481§2.3944151§2.3793676§Chromosome(steinerPoints=[(0.52697045, 0.736169), (0.14995065, 0.33265412), (0.43134093, 0.6800288), (0.86207175, 0.6749063), (0.5407638, 0.746494)], includedObstacleCornersIndices=set([]))§133928§3.797413
488§2.3917978§2.3790567§Chromosome(steinerPoints=[(0.86207175, 0.6749063), (0.14995065, 0.33265412), (0.43134093, 0.6800288), (0.53607434, 0.7531691)], includedObstacleCornersIndices=set([]))§135874§3.8523543
489§2.3942473§2.3781576§Chromosome(steinerPoints=[(0.86207175, 0.6749063), (0.43134093, 0.6800288), (0.53607434, 0.7531691), (0.14995065, 0.33265412), (0.43130183, 0.69222975)], includedObstacleCornersIndices=set([]))§136150§3.860414
819§2.3891287§2.3777292§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.43130183, 0.69222975), (0.5293599, 0.7526498), (0.88122046, 0.6972933)], includedObstacleCornersIndices=set([]))§227572§6.3328466
826§2.3912168§2.375501§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.43130183, 0.69222975), (0.5293599, 0.7526498), (0.8754099, 0.68564075)], includedObstacleCornersIndices=set([]))§229546§6.3850303
1327§2.3845153§2.3753862§Chromosome(steinerPoints=[(0.8754099, 0.68564075), (0.16995066, 0.33265412), (0.5293599, 0.7526498), (0.43130183, 0.69222975)], includedObstacleCornersIndices=set([]))§368214§10.015153
