generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§22420020000§4.65553§Chromosome(steinerPoints=[(0.8387213, 0.6247325)], includedObstacleCornersIndices=set([0, 1, 2, 3, 4, 22, 21, 10, 11, 12, 13, 23, 24, 25, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20]))§668§3.3654282
2§10180020000§4.515982§Chromosome(steinerPoints=[(0.93595076, 0.89833957), (0.58249825, 0.1286538), (0.42524713, 0.6466829), (0.66122645, 0.6689577), (0.38717598, 0.5164743), (0.83866155, 0.6015458)], includedObstacleCornersIndices=set([15, 8, 20, 22, 0, 1, 21, 3, 4, 5, 9, 7, 11, 12, 13, 14, 17, 18, 19, 23, 24, 25]))§837§3.4353967
3§3880005400§4.4615602§Chromosome(steinerPoints=[(0.93595076, 0.89833957), (0.58249825, 0.1286538), (0.42524713, 0.6466829), (0.66122645, 0.6689577), (0.38717598, 0.5164743), (0.83866155, 0.6015458)], includedObstacleCornersIndices=set([15, 8, 20, 22, 21, 3, 4, 9, 24, 11, 12, 13, 14, 17, 18, 19, 0, 1, 5, 25, 23]))§1004§3.4944046
4§1079999600§4.395304§Chromosome(steinerPoints=[(0.5985192, 0.5124476), (0.40167785, 0.049560495), (0.26255575, 0.4042378)], includedObstacleCornersIndices=set([25, 11, 12, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 0, 1, 2, 24, 4, 5, 23, 13]))§1172§3.5415173
5§100000010§4.2715287§Chromosome(steinerPoints=[(0.51372653, 0.3934006)], includedObstacleCornersIndices=set([15, 4, 20, 22, 7, 8, 9, 6, 11, 14, 17, 18, 19, 21, 0, 1, 5, 23, 24, 25, 12, 13]))§1338§3.5825167
6§60000004§4.148385§Chromosome(steinerPoints=[(0.74848163, 0.13248698)], includedObstacleCornersIndices=set([8, 20, 14, 21, 16, 17, 25, 23, 0, 1, 2, 12, 11, 7, 10, 18, 19]))§1506§3.6228514
7§20000004§4.082972§Chromosome(steinerPoints=[(0.5985192, 0.5124476), (0.40167785, 0.049560495), (0.26255575, 0.4042378)], includedObstacleCornersIndices=set([11, 12, 7, 8, 14, 17, 18, 24, 21, 2, 13, 25, 16, 20, 0, 1, 5, 23]))§1674§3.660752
8§20000004§4.0751157§Chromosome(steinerPoints=[(0.74848163, 0.13248698), (0.6819986, 0.024957314), (0.6133833, 0.28005248), (0.6815404, 0.892792), (0.35447508, 0.07972713)], includedObstacleCornersIndices=set([10, 11, 25, 7, 8, 23, 14, 21, 16, 17, 18, 19, 5, 4, 0, 13, 1]))§1841§3.698718
9§4.424755§3.8910217§Chromosome(steinerPoints=[(0.13198858, 0.45953232), (0.5985192, 0.5124476), (0.40167785, 0.049560495), (0.26255575, 0.4042378)], includedObstacleCornersIndices=set([24, 1, 23, 0, 11, 16, 7, 8, 14, 17, 18, 21, 20, 13, 25]))§2009§3.7339573
10§60000004§3.845986§Chromosome(steinerPoints=[(0.5985192, 0.5124476), (0.40167785, 0.049560495)], includedObstacleCornersIndices=set([11, 16, 7, 8, 14, 17, 18, 21, 20, 13, 24, 0, 1, 25, 5, 23]))§2178§3.7694206
12§40000004§3.824521§Chromosome(steinerPoints=[(0.42816603, 0.04187559)], includedObstacleCornersIndices=set([25, 4, 13, 23, 5, 0, 1, 21, 7, 8, 9, 14, 17, 15, 16, 20, 24]))§2513§3.8370275
13§60000004§3.6849778§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([19, 7, 9, 14, 17, 25, 21, 23, 20, 15, 24, 0, 1]))§2680§3.8718662
15§40000004§3.6258955§Chromosome(steinerPoints=[(0.2773984, 0.57612956)], includedObstacleCornersIndices=set([0, 1, 24, 23, 5, 13, 12, 7, 14, 18, 15, 20]))§3014§3.931105
16§3.9468298§3.5747402§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 20, 21, 13, 0, 1, 24, 19, 14, 17, 18, 23, 25]))§3184§3.9602513
17§20000004§3.5351114§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 20, 21, 19, 14, 17, 18, 1, 24, 23, 5, 25]))§3354§3.9878192
18§20000004§3.45387§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([16, 20, 14, 7, 18, 19, 1, 25, 5, 23, 0]))§3526§4.0140452
20§40000004§3.4101474§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([14, 15, 20, 19, 18, 1, 24, 23, 5, 25]))§3863§4.061856
22§20000004§3.4030945§Chromosome(steinerPoints=[(0.74848163, 0.13248698)], includedObstacleCornersIndices=set([23, 24, 1, 7, 18, 14, 15, 20]))§4206§4.1082544
23§20000004§3.4003294§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([25, 23, 1, 14, 15, 20, 19, 8]))§4378§4.1300244
24§3.5758204§3.362417§Chromosome(steinerPoints=[(0.8776812, 0.6037725)], includedObstacleCornersIndices=set([19, 1, 14, 18, 15, 20, 24, 0]))§4549§4.1507397
25§3.5497146§3.3591678§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([23, 24, 0, 1, 14, 15, 20, 19, 18]))§4722§4.17225
27§3.5032237§3.355574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([23, 24, 1, 14, 5, 20, 19, 16]))§5075§4.2130466
28§3.48675§3.32762§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([23, 5, 1, 15, 20, 19, 14, 18]))§5247§4.231577
31§20000004§3.3228557§Chromosome(steinerPoints=[(0.8776812, 0.6037725)], includedObstacleCornersIndices=set([23, 5, 1, 20, 19, 14, 18, 15]))§5756§4.28543
34§3.4093485§3.3171198§Chromosome(steinerPoints=[(0.7402862, 0.14228848)], includedObstacleCornersIndices=set([23, 1, 5, 14, 15, 20, 19, 18]))§6271§4.3376126
36§3.3975625§3.3131475§Chromosome(steinerPoints=[(0.8776812, 0.6037725), (0.64693826, 0.6457921)], includedObstacleCornersIndices=set([23, 1, 5, 14, 19, 15, 20]))§6616§4.3717933
37§3.389311§3.3123555§Chromosome(steinerPoints=[(0.7402862, 0.14228848), (0.8776812, 0.6037725)], includedObstacleCornersIndices=set([23, 1, 5, 14, 19, 18, 15, 20]))§6784§4.389373
40§3.3706675§3.3061178§Chromosome(steinerPoints=[(0.65680707, 0.13910235)], includedObstacleCornersIndices=set([1, 5, 23, 14, 19, 18, 20, 15]))§7306§4.4427247
44§3.364146§3.2964096§Chromosome(steinerPoints=[(0.64693826, 0.6457921), (0.65680707, 0.13910235)], includedObstacleCornersIndices=set([14, 19, 15, 20, 23, 5, 1]))§7999§4.5130596
49§3.3600736§3.2916455§Chromosome(steinerPoints=[(0.64693826, 0.6457921), (0.65680707, 0.13910235), (0.8776812, 0.6037725)], includedObstacleCornersIndices=set([14, 19, 23, 5, 1, 15, 20]))§8869§4.607855
57§3.3507152§3.2869093§Chromosome(steinerPoints=[(0.8776812, 0.6037725), (0.9477157, 0.19577803), (0.65680707, 0.13910235), (0.35011595, 0.06815674), (0.6533085, 0.6442216)], includedObstacleCornersIndices=set([15, 20, 14, 19, 18, 23, 1, 5]))§10283§4.767779
61§40000004§3.2851515§Chromosome(steinerPoints=[(0.18003367, 0.53015614), (0.35011595, 0.06815674), (0.64693826, 0.6457921), (0.65680707, 0.13910235), (0.9477157, 0.19577803)], includedObstacleCornersIndices=set([1, 23, 5, 14, 19, 20]))§10991§4.846897
67§60000004§3.2806015§Chromosome(steinerPoints=[(0.8776812, 0.6037725), (0.64693826, 0.6457921), (0.65680707, 0.13910235), (0.7278723, 0.11087154), (0.9477157, 0.19577803), (0.18003367, 0.53015614), (0.35011595, 0.06815674)], includedObstacleCornersIndices=set([15, 20, 14, 19, 1, 23, 5]))§12063§4.9783864
76§120000010§3.2797241§Chromosome(steinerPoints=[(0.8776812, 0.6037725), (0.64693826, 0.6457921), (0.65680707, 0.13910235), (0.48745894, 0.02121181), (0.9477157, 0.19577803), (0.35011595, 0.06815674), (0.18003367, 0.53015614)], includedObstacleCornersIndices=set([15, 20, 14, 19, 1, 23, 5]))§13660§5.1962337
87§120000010§3.278925§Chromosome(steinerPoints=[(0.8776812, 0.6037725), (0.9477157, 0.19577803), (0.9387953, 0.20359783), (0.48745894, 0.02121181), (0.18003367, 0.53015614), (0.35011595, 0.06815674), (0.64693826, 0.6457921), (0.65680707, 0.13910235), (0.7278723, 0.11087154)], includedObstacleCornersIndices=set([20, 1, 5, 19, 14]))§15641§5.4928546
588§60000004§3.2789154§Chromosome(steinerPoints=[(0.48745894, 0.02121181), (0.35011595, 0.06815674), (0.18003367, 0.53015614), (0.8776812, 0.6037725), (0.7278723, 0.11087154), (0.65680707, 0.13910235), (0.64693826, 0.6457921), (0.9387953, 0.20359783)], includedObstacleCornersIndices=set([1, 5, 20, 14, 19]))§124267§21.131935
