generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§20400017000§4.1288815§Chromosome(steinerPoints=[(0.5974027, 0.20540085)], includedObstacleCornersIndices=set([7, 8, 9, 10, 11, 12, 24, 15, 16, 17, 18, 19, 20, 21, 22, 25, 1, 2, 3, 4, 5, 6, 13, 23]))§667§1.8915288
2§9680018000§4.050786§Chromosome(steinerPoints=[(0.9042269, 0.549329)], includedObstacleCornersIndices=set([15, 16, 20, 22, 0, 1, 25, 3, 4, 5, 6, 24, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19]))§834§1.9309143
3§3720004400§3.796417§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([10, 11, 12, 3, 25, 24, 22, 8, 9, 14, 23, 21, 17, 18, 19, 20, 0, 1, 2, 5]))§1006§1.9628526
5§160000020§3.5656278§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 5, 4, 6, 7, 10, 11, 12, 13, 14, 17, 18, 19, 25, 8, 9, 15, 20, 1]))§1340§2.0119429
6§100000010§3.4872236§Chromosome(steinerPoints=[(0.15308204, 0.203556)], includedObstacleCornersIndices=set([2, 25, 4, 6, 13, 0, 1, 5, 23, 24, 7, 8, 9, 16, 11, 15, 22, 17, 18]))§1506§2.033232
7§120000010§3.4432218§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([23, 5, 25, 0, 1, 2, 4, 6, 13, 7, 8, 9, 16, 11, 15, 22, 17, 18]))§1675§2.0553803
8§60000004§3.2886555§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([23, 6, 7, 10, 11, 13, 14, 17, 18, 19, 8, 9, 22, 24, 2, 4, 5, 25]))§1846§2.0752864
9§40000004§3.1642568§Chromosome(steinerPoints=[(0.90611774, 0.21670508)], includedObstacleCornersIndices=set([25, 23, 9, 17, 7, 11, 18, 19, 1, 2, 4, 5, 6, 12, 13]))§2016§2.0949554
10§40000004§3.0832922§Chromosome(steinerPoints=[(0.27117026, 0.11394364)], includedObstacleCornersIndices=set([5, 6, 13, 25, 23, 2, 11, 18, 7, 8, 9, 16, 17]))§2187§2.111793
11§40000004§3.0051115§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([23, 5, 25, 0, 1, 20, 4, 6, 13, 7, 8, 9, 17, 18]))§2356§2.1282141
12§60000004§2.8139267§Chromosome(steinerPoints=[(0.15308204, 0.203556)], includedObstacleCornersIndices=set([1, 2, 4, 6, 13, 5, 7, 8, 9, 18, 17]))§2526§2.1434414
15§100000010§2.7772222§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([8, 9, 1, 12, 4, 23, 25, 5]))§3035§2.1824331
16§60000004§2.6315877§Chromosome(steinerPoints=[(0.90611774, 0.21670508), (0.4689166, 0.4875964)], includedObstacleCornersIndices=set([7, 17, 18, 9, 24, 13, 23, 25, 6, 5]))§3207§2.1946566
17§120000010§2.4788344§Chromosome(steinerPoints=[(0.27117026, 0.11394364)], includedObstacleCornersIndices=set([13, 17, 5, 25, 23, 7, 8, 9, 18, 19]))§3380§2.2061489
18§160000020§2.423964§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([9, 8, 5, 4, 25, 7, 18]))§3548§2.2165313
20§120000010§2.4230995§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 23, 25, 8, 13, 9, 14, 17, 18]))§3886§2.2354517
21§160000020§2.408622§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([25, 5, 23, 7, 17, 18, 8, 14, 9]))§4054§2.2446067
22§80000010§2.3715556§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 24, 23, 9, 8, 25, 6]))§4224§2.2537134
24§120000010§2.3269198§Chromosome(steinerPoints=[(0.15308204, 0.203556)], includedObstacleCornersIndices=set([9, 8, 25, 6, 5]))§4570§2.2705505
25§100000010§2.3182733§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([25, 9, 8, 7, 18, 5, 23]))§4739§2.2791786
27§100000010§2.2692516§Chromosome(steinerPoints=[(0.15308204, 0.203556), (0.27117026, 0.11394364)], includedObstacleCornersIndices=set([9, 8, 25, 18, 23, 5]))§5081§2.2931733
30§100000010§2.2558954§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([9, 8, 25, 5, 23]))§5592§2.3129628
32§100000010§2.2525418§Chromosome(steinerPoints=[(0.13677657, 0.2382889)], includedObstacleCornersIndices=set([25, 5, 8, 9]))§5936§2.325602
33§100000010§2.2508872§Chromosome(steinerPoints=[(0.77340055, 0.19336665)], includedObstacleCornersIndices=set([8, 9, 25, 5, 23]))§6106§2.3314617
36§140000020§2.2490096§Chromosome(steinerPoints=[(0.15308204, 0.203556), (0.77340055, 0.19336665)], includedObstacleCornersIndices=set([25, 9, 5, 8]))§6624§2.3498657
38§40000004§2.2475336§Chromosome(steinerPoints=[(0.77340055, 0.19336665), (0.13677657, 0.2382889)], includedObstacleCornersIndices=set([9, 8, 25, 5]))§6968§2.3610647
40§140000020§2.239213§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([19, 9, 8, 18, 24, 5]))§7319§2.3721776
42§120000010§2.2175086§Chromosome(steinerPoints=[(0.6405794, 0.2602049)], includedObstacleCornersIndices=set([9, 8, 24, 5]))§7680§2.382932
45§140000020§2.212621§Chromosome(steinerPoints=[(0.77340055, 0.19336665)], includedObstacleCornersIndices=set([24, 5, 8, 9]))§8206§2.3979967
49§100000010§2.2085934§Chromosome(steinerPoints=[(0.77340055, 0.19336665), (0.855472, 0.37005436)], includedObstacleCornersIndices=set([24, 5, 9, 8]))§8903§2.4194524
57§220000020§2.206217§Chromosome(steinerPoints=[(0.35011595, 0.06815674), (0.77340055, 0.19336665), (0.855472, 0.37005436)], includedObstacleCornersIndices=set([24, 5, 9, 8]))§10310§2.463403
67§160000020§2.2046719§Chromosome(steinerPoints=[(0.35011595, 0.06815674), (0.77340055, 0.19336665), (0.855472, 0.37005436), (0.6424298, 0.24571118)], includedObstacleCornersIndices=set([24, 5, 9, 8]))§12077§2.522937
568§100000010§2.2046719§Chromosome(steinerPoints=[(0.35011595, 0.06815674), (0.855472, 0.37005436), (0.6424298, 0.24571118), (0.77340055, 0.19336665)], includedObstacleCornersIndices=set([5, 9, 8, 24]))§119922§7.0226693
