generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1039999550§5.771472§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 7, 10, 0, 8]))§672§0.032921493
4§340000000§5.765717§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 8, 10, 7]))§1179§0.038636945
5§479999870§5.4450927§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 7, 10]))§1346§0.04029169
506§1440000300§5.4450927§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([10, 5, 7]))§105162§0.5599922
