generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2.2723665§2.2531037§Chromosome(steinerPoints=[(0.45773503, 0.5)], includedObstacleCornersIndices=set([]))§677§0.031983785
23§2.2705445§2.2434661§Chromosome(steinerPoints=[(0.542265, 0.5), (0.45773503, 0.5)], includedObstacleCornersIndices=set([]))§4412§0.17630546
524§2.2583082§2.2434661§Chromosome(steinerPoints=[(0.542265, 0.5), (0.45773503, 0.5)], includedObstacleCornersIndices=set([]))§109640§6.259148
