generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1739999500§2.3091536§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 3, 1, 0]))§672§0.021166908
5§779999700§2.2872844§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 6, 1]))§1344§0.029426288
506§1620000600§2.2872844§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 3, 6]))§105387§0.7627503
