generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2039999400§2.5407696§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 7, 3, 2, 1]))§673§0.03832212
2§699999740§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 6, 1]))§840§0.04207521
8§499999870§2.5270584§Chromosome(steinerPoints=[(0.92729414, 0.8387584)], includedObstacleCornersIndices=set([1, 2, 6, 7]))§1853§0.061897583
509§959999550§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([6, 7, 2, 1]))§105955§2.0544643
