generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1719999600§2.5397143§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 3, 2, 6]))§673§0.040147536
2§479999870§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 1, 6]))§840§0.043403152
5§459999900§2.5285716§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([1, 7, 6, 3, 2]))§1350§0.052341606
13§639999800§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([1, 6, 2, 7]))§2702§0.07164765
514§1219999700§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([2, 1, 7, 6]))§107317§1.7716634
