generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2540000000§2.4080977§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 1, 8, 5]))§672§0.02989002
2§1199999600§2.2872844§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 6, 1]))§841§0.032876376
503§1339999600§2.2872844§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 3, 1]))§104364§0.90189844
