generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2019999500§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 6, 1]))§672§0.03346053
10§779999700§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([2, 6, 7, 1]))§2187§0.057193536
511§1259999700§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([1, 7, 6, 2]))§106477§1.7441611
