generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1259999600§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 2, 1]))§673§0.037364103
12§639999800§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([6, 7, 1, 2]))§2531§0.069685474
513§799999700§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([6, 7, 2, 1]))§106916§2.0270994
