generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2139999400§2.2872844§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 6, 1]))§674§0.02186069
502§959999550§2.2872844§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 6, 1]))§104389§0.753829
