generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2539999000§1.8215339§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 8, 6, 7]))§673§0.037457015
4§639999800§1.787618§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 1, 6, 0, 5]))§1181§0.046878465
5§679999740§1.7652574§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 5, 0, 6]))§1350§0.0498535
17§1239999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.3528987)], includedObstacleCornersIndices=set([7, 5, 0, 6]))§3385§0.08084122
518§1099999500§1.7648978§Chromosome(steinerPoints=[(0.6128839, 0.35289866)], includedObstacleCornersIndices=set([7, 0, 5, 6]))§108088§1.7712053
