generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1799999900§2.5529106§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 2, 5, 1]))§672§0.02840494
2§539999940§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 6, 2]))§840§0.031590264
10§719999740§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([2, 6, 7, 1]))§2181§0.05168137
511§1099999500§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([2, 1, 6, 7]))§106469§1.7259552
