function evaluations§best§chromosome§runtime in seconds
2§2.3556347§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3]))§0.000051882
6§2.3313708§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 0, 2]))§0.000144624
8§2.2970562§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 3]))§0.000188952
139200§2.2970562§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 3]))§1.083561
