function evaluations§best§chromosome§runtime in seconds
2§0.96950686§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§0.000085173
2263§0.9588354§Chromosome(steinerPoints=[(0.34756705, 0.5578744)], includedObstacleCornersIndices=set([]))§0.02997055
8458§0.93205345§Chromosome(steinerPoints=[(0.5672034, 0.5444623)], includedObstacleCornersIndices=set([]))§0.32181856
10423§0.91356033§Chromosome(steinerPoints=[(0.5527233, 0.5663989), (0.3565808, 0.5385517)], includedObstacleCornersIndices=set([]))§0.3487228
10985§0.9065231§Chromosome(steinerPoints=[(0.38727975, 0.54253536), (0.56027, 0.5208056)], includedObstacleCornersIndices=set([]))§0.35350883
13339§0.90159434§Chromosome(steinerPoints=[(0.5672034, 0.5444623), (0.36033583, 0.526219)], includedObstacleCornersIndices=set([]))§0.3868629
14802§0.89719623§Chromosome(steinerPoints=[(0.34682238, 0.5287131), (0.5584062, 0.5098641)], includedObstacleCornersIndices=set([]))§0.4086528
14938§0.8959327§Chromosome(steinerPoints=[(0.38986862, 0.47036886), (0.5713042, 0.47682324), (0.3616889, 0.47401336)], includedObstacleCornersIndices=set([]))§0.4100134
16360§0.89528006§Chromosome(steinerPoints=[(0.53885454, 0.48317525), (0.36274433, 0.480388)], includedObstacleCornersIndices=set([]))§0.43468094
16361§0.89466§Chromosome(steinerPoints=[(0.53885454, 0.48317525), (0.36274433, 0.480388), (0.3681002, 0.48897716)], includedObstacleCornersIndices=set([]))§0.43473476
18883§0.89438105§Chromosome(steinerPoints=[(0.5487274, 0.51609445), (0.36734003, 0.5143521), (0.55917746, 0.5149858)], includedObstacleCornersIndices=set([]))§0.46396145
18981§0.8936604§Chromosome(steinerPoints=[(0.55917746, 0.5149858), (0.36734003, 0.5143521), (0.55305326, 0.5054613)], includedObstacleCornersIndices=set([]))§0.46501717
19250§0.89304984§Chromosome(steinerPoints=[(0.3638215, 0.50114673), (0.5726352, 0.49772432), (0.5656536, 0.48733994)], includedObstacleCornersIndices=set([]))§0.46795353
19352§0.8927904§Chromosome(steinerPoints=[(0.5656536, 0.48733994), (0.36387998, 0.49541253)], includedObstacleCornersIndices=set([]))§0.46899152
19842§0.89262265§Chromosome(steinerPoints=[(0.53465503, 0.50279665), (0.36370504, 0.5037589), (0.5575145, 0.5013969)], includedObstacleCornersIndices=set([]))§0.47579473
30039§0.89242643§Chromosome(steinerPoints=[(0.5570957, 0.49807963), (0.33962792, 0.46356267), (0.36286864, 0.5020026)], includedObstacleCornersIndices=set([]))§0.5877502
169231§0.89242643§Chromosome(steinerPoints=[(0.5570957, 0.49807963), (0.33962792, 0.46356267), (0.36286864, 0.5020026)], includedObstacleCornersIndices=set([]))§1.7031399
