function evaluations§best§chromosome§runtime in seconds
2§1.1206716§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§0.000237312
14311§1.0506084§Chromosome(steinerPoints=[(0.48909932, 0.42318454), (0.48671904, 0.51923114)], includedObstacleCornersIndices=set([]))§0.96663034
14589§1.0502166§Chromosome(steinerPoints=[(0.48533857, 0.42264658)], includedObstacleCornersIndices=set([]))§0.9685948
153781§1.0502166§Chromosome(steinerPoints=[(0.48533857, 0.42264658)], includedObstacleCornersIndices=set([]))§1.7145271
