function evaluations§best§chromosome§runtime in seconds
2§1.9780103§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2]))§0.00010521
13§1.9347162§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3, 2]))§0.00029577
9109§1.9281911§Chromosome(steinerPoints=[(0.7404524, 0.44455817), (0.35295954, 0.20219636)], includedObstacleCornersIndices=set([2, 3]))§0.4276156
10745§1.9204764§Chromosome(steinerPoints=[(0.37266186, 0.18392487)], includedObstacleCornersIndices=set([2, 3]))§0.4701606
13785§1.915873§Chromosome(steinerPoints=[(0.37266186, 0.18392487), (0.8780974, 0.7732695)], includedObstacleCornersIndices=set([2, 3]))§0.54328954
152977§1.915873§Chromosome(steinerPoints=[(0.37266186, 0.18392487), (0.8780974, 0.7732695)], includedObstacleCornersIndices=set([2, 3]))§3.6306188
