function evaluations§best§chromosome§runtime in seconds
2§2.3656855§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 1, 2, 3]))§0.000260335
4§2.355635§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1]))§0.00043028
5§2.3313708§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 0, 3]))§0.000517265
15§2.2970562§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 3]))§0.000814627
139207§2.2970562§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 3]))§1.1317214
