function evaluations§best§chromosome§runtime in seconds
2§1.2209921§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([3]))§0.000169227
3§0.96950686§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§0.000262785
267§0.93205345§Chromosome(steinerPoints=[(0.5672034, 0.5444623)], includedObstacleCornersIndices=set([]))§0.005165741
341§0.90159434§Chromosome(steinerPoints=[(0.5672034, 0.5444623), (0.36033583, 0.526219)], includedObstacleCornersIndices=set([]))§0.00707266
717§0.89642763§Chromosome(steinerPoints=[(0.5672034, 0.5444623), (0.36033583, 0.526219), (0.5487274, 0.51609445)], includedObstacleCornersIndices=set([]))§0.015100019
757§0.8960718§Chromosome(steinerPoints=[(0.5487274, 0.51609445), (0.36033583, 0.526219)], includedObstacleCornersIndices=set([]))§0.016000895
1201§0.89505714§Chromosome(steinerPoints=[(0.5487274, 0.51609445), (0.36033583, 0.526219), (0.36734003, 0.5143521)], includedObstacleCornersIndices=set([]))§0.022305988
1223§0.89501333§Chromosome(steinerPoints=[(0.5487274, 0.51609445), (0.36734003, 0.5143521)], includedObstacleCornersIndices=set([]))§0.022708612
2058§0.89438105§Chromosome(steinerPoints=[(0.5487274, 0.51609445), (0.36734003, 0.5143521), (0.55917746, 0.5149858)], includedObstacleCornersIndices=set([]))§0.031719774
2188§0.8943019§Chromosome(steinerPoints=[(0.55917746, 0.5149858), (0.36734003, 0.5143521)], includedObstacleCornersIndices=set([]))§0.03401112
2661§0.8936604§Chromosome(steinerPoints=[(0.55917746, 0.5149858), (0.36734003, 0.5143521), (0.55305326, 0.5054613)], includedObstacleCornersIndices=set([]))§0.03811939
2752§0.89363945§Chromosome(steinerPoints=[(0.55305326, 0.5054613), (0.36734003, 0.5143521)], includedObstacleCornersIndices=set([]))§0.039564192
64838§0.8935318§Chromosome(steinerPoints=[(0.55305326, 0.5054613), (0.35616088, 0.501813)], includedObstacleCornersIndices=set([]))§0.71618104
67988§0.89322406§Chromosome(steinerPoints=[(0.35616088, 0.501813), (0.56523746, 0.4912482)], includedObstacleCornersIndices=set([]))§0.7485805
106239§0.89309555§Chromosome(steinerPoints=[(0.56523746, 0.4912482), (0.36762235, 0.49003878)], includedObstacleCornersIndices=set([]))§1.1430136
236126§0.8929181§Chromosome(steinerPoints=[(0.36762235, 0.49003878), (0.5533921, 0.4806915)], includedObstacleCornersIndices=set([]))§2.249342
269790§0.8929174§Chromosome(steinerPoints=[(0.36762235, 0.49003878), (0.56345654, 0.4907308)], includedObstacleCornersIndices=set([]))§2.5316799
269829§0.89286715§Chromosome(steinerPoints=[(0.56345654, 0.4907308), (0.35761234, 0.5000507)], includedObstacleCornersIndices=set([]))§2.5320547
409021§0.89286715§Chromosome(steinerPoints=[(0.56345654, 0.4907308), (0.35761234, 0.5000507)], includedObstacleCornersIndices=set([]))§3.40048
