generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1479999600§2.5529106§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 6, 1, 5]))§673§0.030349204
2§320000000§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([2, 1, 6]))§841§0.03341722
9§499999870§2.5285716§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([1, 2, 3, 7, 6]))§2028§0.051471807
13§819999700§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([1, 2, 7, 6]))§2701§0.059691593
514§539999800§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([7, 6, 2, 1]))§107030§1.6950195
