generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1859999400§2.298016§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 4, 6, 3]))§672§0.030995047
4§699999740§2.2872844§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([1, 6, 3]))§1175§0.037004683
505§579999800§2.2872844§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 3, 1]))§105111§0.8255816
