generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§959999800§5.771472§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 7, 10, 0, 8]))§672§0.037423365
4§400000000§5.4450927§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 7, 10]))§1180§0.043140624
505§399999940§5.4450927§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([10, 5, 7]))§105224§0.61088115
