generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2859999500§2.537974§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([6, 2, 1]))§671§0.03733351
7§639999800§2.5270584§Chromosome(steinerPoints=[(0.92729414, 0.8387584)], includedObstacleCornersIndices=set([1, 2, 7, 6]))§1685§0.05305051
508§479999870§2.5268312§Chromosome(steinerPoints=[(0.92108715, 0.8386997)], includedObstacleCornersIndices=set([1, 6, 7, 2]))§105966§1.67665
