generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§2780000800§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0, 5]))§669§0.0486616
502§579999800§5.66619§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([5, 0, 1]))§104394§1.3923795
