generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§979999800§5.8286443§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 5, 10, 2, 0, 9]))§672§0.03321525
2§400000000§5.8228893§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([10, 9, 2, 5, 7]))§840§0.03508932
4§280000030§5.448056§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 5, 2, 10]))§1176§0.03858248
9§619999800§5.4450927§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 5, 10]))§2020§0.04645218
510§419999900§5.4450927§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7, 5, 10]))§106323§0.6141966
