generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§4020000500§10.144281§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([]))§673§0.43495134
10§260000020§10.132978§Chromosome(steinerPoints=[(4.8327646, 3.608791)], includedObstacleCornersIndices=set([]))§2185§0.45394874
123§240000020§10.1232395§Chromosome(steinerPoints=[(5.0900707, 5.693093)], includedObstacleCornersIndices=set([]))§22340§0.58772653
202§399999970§10.115316§Chromosome(steinerPoints=[(4.767655, 5.8044114), (4.888213, 3.5711267)], includedObstacleCornersIndices=set([]))§37581§0.7041383
495§320000030§10.114124§Chromosome(steinerPoints=[(4.767655, 5.8044114), (6.409519, 2.7716343)], includedObstacleCornersIndices=set([]))§102599§1.1719098
504§100000020§10.103173§Chromosome(steinerPoints=[(6.409519, 2.7716343), (4.767655, 5.8044114), (4.888213, 3.5711267)], includedObstacleCornersIndices=set([]))§104718§1.1868002
524§180000020§10.096718§Chromosome(steinerPoints=[(6.409519, 2.7716343), (4.888213, 3.5711267), (4.827287, 6.017174)], includedObstacleCornersIndices=set([]))§109376§1.2251741
529§120000020§10.093236§Chromosome(steinerPoints=[(6.409519, 2.7716343), (4.767655, 5.8044114), (4.888213, 3.5711267), (3.77881, 2.8764079), (4.872911, 3.5790222)], includedObstacleCornersIndices=set([]))§110536§1.2356207
553§180000020§10.087616§Chromosome(steinerPoints=[(6.409519, 2.7716343), (4.8660755, 3.569652), (3.77881, 2.8764079), (4.845921, 5.873419)], includedObstacleCornersIndices=set([]))§116133§1.292795
675§200000020§10.0821§Chromosome(steinerPoints=[(4.8660755, 3.569652), (4.845921, 5.873419), (3.77881, 2.8764079), (6.7874413, 2.5920947)], includedObstacleCornersIndices=set([]))§144430§1.5938885
717§140000020§10.080962§Chromosome(steinerPoints=[(4.8660755, 3.569652), (4.845921, 5.873419), (6.7874413, 2.5920947), (6.409519, 2.7716343), (3.4512775, 2.6658711)], includedObstacleCornersIndices=set([]))§154232§1.7115822
724§80000020§10.0770035§Chromosome(steinerPoints=[(6.7874413, 2.5920947), (6.409519, 2.7716343), (4.8660755, 3.569652), (4.845921, 5.873419), (3.1008723, 2.5690944)], includedObstacleCornersIndices=set([]))§155859§1.7340479
819§160000020§10.075983§Chromosome(steinerPoints=[(4.8480706, 3.5800247), (4.845921, 5.873419), (6.409519, 2.7716343), (6.7874413, 2.5920947), (3.51137, 2.785641)], includedObstacleCornersIndices=set([]))§177871§2.0374322
923§160000020§10.070753§Chromosome(steinerPoints=[(4.8480706, 3.5800247), (6.409519, 2.7716343), (6.7874413, 2.5920947), (4.845921, 5.873419), (3.2644684, 2.6416037)], includedObstacleCornersIndices=set([]))§201949§2.359126
990§160000020§10.06971§Chromosome(steinerPoints=[(6.7874413, 2.5920947), (4.8480706, 3.5800247), (6.60495, 2.6816313), (3.2644684, 2.6416037), (4.8128138, 5.9098053)], includedObstacleCornersIndices=set([]))§217526§2.5666306
1000§180000020§10.068643§Chromosome(steinerPoints=[(3.2644684, 2.6416037), (6.7874413, 2.5920947), (4.8480706, 3.5800247), (6.60495, 2.6816313), (4.8243394, 5.9453506)], includedObstacleCornersIndices=set([]))§219851§2.598287
1110§160000020§10.067444§Chromosome(steinerPoints=[(4.8480706, 3.5800247), (3.2494612, 2.6315956), (6.767179, 2.609177), (4.824466, 5.966294)], includedObstacleCornersIndices=set([]))§245464§2.887899
1611§180000020§10.067009§Chromosome(steinerPoints=[(3.2590873, 2.6542063), (4.812123, 5.9930425), (4.8382125, 3.5855746), (6.767179, 2.609177)], includedObstacleCornersIndices=set([]))§361812§4.1400895
