generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§3.0777972§2.7450206§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([7]))§670§0.19435833
3§2.8963335§2.6979816§Chromosome(steinerPoints=[(0.5644297, 0.7226435)], includedObstacleCornersIndices=set([17]))§1006§0.2051912
5§2.8292854§2.6469574§Chromosome(steinerPoints=[(0.5644297, 0.7226435)], includedObstacleCornersIndices=set([7]))§1346§0.2150686
14§2.7571743§2.6412823§Chromosome(steinerPoints=[(0.5644297, 0.7226435), (0.5046899, 0.8362386)], includedObstacleCornersIndices=set([7]))§2859§0.25887418
15§2.7498958§2.6229353§Chromosome(steinerPoints=[(0.5644297, 0.7226435), (0.14995065, 0.33265412)], includedObstacleCornersIndices=set([7]))§3029§0.26428872
23§2.682514§2.621095§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.5644297, 0.7226435), (0.9063096, 0.7126548)], includedObstacleCornersIndices=set([7]))§4383§0.31220695
25§2.6773612§2.6172602§Chromosome(steinerPoints=[(0.5046899, 0.8362386), (0.5644297, 0.7226435), (0.14995065, 0.33265412)], includedObstacleCornersIndices=set([7]))§4728§0.32493874
31§2.663095§2.61542§Chromosome(steinerPoints=[(0.9063096, 0.7126548), (0.14995065, 0.33265412), (0.5644297, 0.7226435), (0.5046899, 0.8362386)], includedObstacleCornersIndices=set([7]))§5748§0.3653149
38§2.6571412§2.61494§Chromosome(steinerPoints=[(0.9063096, 0.7126548), (0.14995065, 0.33265412), (0.5046899, 0.8362386), (0.5367959, 0.70201945)], includedObstacleCornersIndices=set([7]))§6957§0.4172216
42§2.6617835§2.6134179§Chromosome(steinerPoints=[(0.5644297, 0.7226435), (0.5046899, 0.8362386), (0.14995065, 0.33265412), (0.54458016, 0.72617155), (0.9063096, 0.7126548)], includedObstacleCornersIndices=set([7]))§7653§0.45013797
43§2.6610715§2.612818§Chromosome(steinerPoints=[(0.9063096, 0.7126548), (0.14995065, 0.33265412), (0.5046899, 0.8362386), (0.5367959, 0.70201945), (0.5487029, 0.7162847)], includedObstacleCornersIndices=set([7]))§7826§0.45887175
54§2.6607137§2.6124701§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.5046899, 0.8362386), (0.9063096, 0.7126548), (0.54458016, 0.72617155), (0.49693203, 0.8248326)], includedObstacleCornersIndices=set([7]))§9740§0.56370187
57§2.650704§2.6120224§Chromosome(steinerPoints=[(0.9063096, 0.7126548), (0.5046899, 0.8362386), (0.5487029, 0.7162847), (0.14995065, 0.33265412), (0.496638, 0.8244317)], includedObstacleCornersIndices=set([7]))§10274§0.59454966
70§2.6510432§2.6111536§Chromosome(steinerPoints=[(0.9063096, 0.7126548), (0.5487029, 0.7162847), (0.496638, 0.8244317), (0.14995065, 0.33265412), (0.53612524, 0.71840596)], includedObstacleCornersIndices=set([7]))§12585§0.73499966
74§2.6465952§2.610446§Chromosome(steinerPoints=[(0.5487029, 0.7162847), (0.9063096, 0.7126548), (0.5046899, 0.8362386), (0.49693203, 0.8248326), (0.14995065, 0.33265412), (0.16235387, 0.31921682)], includedObstacleCornersIndices=set([7, 6]))§13300§0.77456063
81§2.657539§2.6095538§Chromosome(steinerPoints=[(0.14995065, 0.33265412), (0.16235387, 0.31921682), (0.5487029, 0.7162847), (0.496638, 0.8244317), (0.53612524, 0.71840596), (0.9063096, 0.7126548)], includedObstacleCornersIndices=set([7]))§14554§0.840727
83§2.6545277§2.6088204§Chromosome(steinerPoints=[(0.9063096, 0.7126548), (0.49693203, 0.8248326), (0.5487029, 0.7162847), (0.5364077, 0.7183763), (0.16235387, 0.31921682)], includedObstacleCornersIndices=set([7]))§14922§0.86064696
87§2.6480927§2.607448§Chromosome(steinerPoints=[(0.9063096, 0.7126548), (0.5364077, 0.7183763), (0.16235387, 0.31921682), (0.49693203, 0.8248326), (0.5487029, 0.7162847), (0.16143316, 0.3337518)], includedObstacleCornersIndices=set([7]))§15653§0.90291315
143§2.6447453§2.6063886§Chromosome(steinerPoints=[(0.9063096, 0.7126548), (0.496638, 0.8244317), (0.53612524, 0.71840596), (0.16235387, 0.31921682), (0.17701547, 0.26811868)], includedObstacleCornersIndices=set([7]))§26087§1.4836451
157§2.6426888§2.6050162§Chromosome(steinerPoints=[(0.16235387, 0.31921682), (0.17701547, 0.26811868), (0.496638, 0.8244317), (0.53612524, 0.71840596), (0.9063096, 0.7126548), (0.16143316, 0.3337518)], includedObstacleCornersIndices=set([7]))§28799§1.6323783
164§2.6466258§2.6047497§Chromosome(steinerPoints=[(0.9063096, 0.7126548), (0.16143316, 0.3337518), (0.17701547, 0.26811868), (0.496638, 0.8244317), (0.53612524, 0.71840596)], includedObstacleCornersIndices=set([7]))§30164§1.7079358
665§2.620294§2.6047497§Chromosome(steinerPoints=[(0.496638, 0.8244317), (0.16143316, 0.3337518), (0.17701547, 0.26811868), (0.9063096, 0.7126548), (0.53612524, 0.71840596)], includedObstacleCornersIndices=set([7]))§142164§7.3752623
