generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.0118612§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§675§0.004582073
502§0.7577452§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§104222§0.3722819
