generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§280000000§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§671§0.008956574
502§0.75524396§0.6667087§Chromosome(steinerPoints=[], includedObstacleCornersIndices=set([0]))§104448§0.4391581
