generation§population average§best§chromosome§function evaluations§runtime in seconds§svg
1§1.9474701§1.0502166§Chromosome(steinerPoints=[(0.48533857, 0.42264658)], includedObstacleCornersIndices=set([]))§672§0.007699205
502§1.1818208§1.0502166§Chromosome(steinerPoints=[(0.48533857, 0.42264658)], includedObstacleCornersIndices=set([]))§104589§0.5430714
